club,sofifa_id,short_name,age,dob,height_cm,weight_kg
ESTAC Troyes,240941,L. Pintor,18,2000-08-05,179,66
Sporting CP,243055,Rafael Camacho,19,2000-05-22,175,65
FC Dallas,247509,E. Cerrillo,18,2000-10-03,178,82
1. FSV Mainz 05,242433,C. Akono,19,2000-02-29,190,78
Angers SCO,242641,R. Aït Nouri,18,2001-06-06,179,70
KRC Genk,243646,B. Nygren,17,2001-07-08,184,73
IFK Göteborg,244895,A. Yusuf,18,2000-07-18,175,66
Atlético Madrid,252326,J. Sanabria,19,2000-03-29,173,70
Olympique de Marseille,252594,I. Lihadji,17,2002-04-10,177,70
Huddersfield Town,228383,K. Grabara,20,1999-01-08,190,80
Galatasaray SK,239892,Y. Akgün,18,2000-07-07,173,65
Club Atlético Talleres,240970,M. Payero,20,1998-09-11,182,78
Lazio,245639,André Anderson,19,1999-09-23,180,78
FC Barcelona,246139,Iñaki Peña,20,1999-03-02,184,78
Spartak Moscow,246190,M. Ignatov,19,2000-05-04,184,74
Borussia Dortmund,248820,Mateu Morey,19,2000-03-02,173,67
Universitatea Craiova,238273,J. Marković,18,2001-03-23,183,75
Preston North End,239553,T. Bayliss,20,1999-04-06,183,78
LOSC Lille,242405,A. Ouattara,19,1999-12-26,176,70
Borussia Dortmund,242835,L. Balerdi,20,1999-01-26,187,76
AS Saint-Étienne,243632,C. Abi,19,2000-04-12,187,71
CD Huachipato,244209,D. Pérez,19,2000-01-23,179,66
1. FSV Mainz 05,244257,J. Burkardt,18,2000-07-11,181,76
La Berrichonne de Châteauroux,245870,H. Hassan,17,2002-02-08,177,71
San Lorenzo de Almagro,246108,A. Díaz,19,2000-01-22,172,73
Estudiantes de La Plata,247156,F. Mura,20,1999-03-24,171,74
Philadelphia Union,247361,B. Aaronson,18,2000-10-22,173,65
Parma,247394,D. Kulusevski,19,2000-04-25,186,75
Spartak Moscow,247869,M. Glushenkov,19,1999-07-28,179,68
LOSC Lille,248661,C. Niasse,19,2000-01-19,188,69
LOSC Lille,251977,V. Postolachi,19,2000-03-17,189,80
Bayer 04 Leverkusen,252201,A. Stanilewicz,19,2000-02-22,181,70
AZ Alkmaar,252463,M. Taabouni,17,2002-03-19,178,71
RC Celta,252865,Iker Losada,17,2001-08-01,175,70
Everton,233782,M. Feeney,20,1999-02-08,190,77
Ipswich Town,236710,T. Nydam,19,1999-11-06,170,60
Brighton & Hove Albion,237286,A. Connolly,19,2000-01-28,177,77
Pescara,237382,F. Melegoni,20,1999-02-18,186,74
St. Mirren,237860,K. McAllister,20,1999-01-21,175,75
Once Caldas,237983,M. Nazarit,21,1998-05-06,186,79
Deportivo Alavés,238446,Tachi,21,1997-09-10,183,75
Fortuna Düsseldorf,239189,D. Lovren,20,1998-10-03,172,70
Birmingham City,241532,Moha Ramos,19,2000-04-13,188,85
Cosenza,241628,N. Pierini,20,1998-08-06,176,70
Club León,242034,J. Díaz Price,20,1998-07-27,176,65
FC Lorient,242655,J. Ponceau,18,2000-11-28,170,60
KFC Uerdingen 05,243357,F. Evina,18,2000-07-05,180,77
FC Admira Wacker Mödling,243442,E. Aiwu,18,2000-12-25,184,77
Hertha BSC,244041,M. Kiprit,19,1999-07-09,182,80
Rayo Vallecano,244919,Martín,19,1999-08-04,190,78
Newell's Old Boys,245055,A. Moreno,20,1999-05-13,177,70
TSG 1899 Hoffenheim,247118,Lucas Ribeiro,20,1999-01-19,190,80
AS Saint-Étienne,248695,W. Fofana,18,2000-12-17,185,76
Gençlerbirliği SK,252753,A. Kızıldağ,20,1998-10-15,187,77
Blackburn Rovers,230070,J. Davenport,20,1998-12-28,177,73
Pescara,232064,M. Tumminello,20,1998-11-06,180,76
Bournemouth,232284,M. Travers,20,1999-05-18,191,82
SC Heerenveen,234671,J. Odgaard,20,1999-03-31,188,80
Huddersfield Town,236530,L. O'Brien,20,1998-10-14,173,63
AJ Auxerre,236721,L. Fomba,21,1998-01-26,188,68
Hertha BSC,238271,P. Dárdai,20,1999-04-24,180,67
Queens Park Rangers,238490,I. Chair,21,1997-10-30,173,68
Athletic Club de Bilbao,239614,Jesús Areso,19,1999-07-02,183,70
Górnik Zabrze,240653,A. Manneh,21,1998-04-08,170,68
Sevilla FC,240860,José Lara,19,2000-03-07,167,60
Atlético Madrid,241588,Toni Moya,21,1998-03-20,180,78
Odds BK,241737,B. Risa,21,1998-02-13,188,76
Orlando City SC,242629,João Moutinho,21,1998-01-12,182,70
Molde FK,242640,T. Christensen,19,2000-05-11,178,73
VfL Osnabrück,243350,F. Agu,19,1999-09-27,180,66
Sampdoria,243510,O. Stijepović,19,1999-10-22,185,74
Fortuna Sittard,244684,V. Damașcan,20,1999-01-24,180,74
OGC Nice,244762,L. Diaby Fadiga,18,2001-01-19,188,82
CD Antofagasta,244829,M. Collao,21,1998-04-11,173,67
PSV,245211,J. Teze,19,1999-09-30,183,68
Olympique Lyonnais,245842,O. Ndiaye,20,1998-11-24,184,75
Fiorentina,246431,R. Sottil,20,1999-06-03,180,70
Club Brugge KV,246457,C. Ngonge,19,2000-05-26,179,65
Gençlerbirliği SK,248854,B. Özdemir,21,1998-05-23,183,74
Academica Clinceni,251071,R. Ion,18,2000-09-05,179,70
Beşiktaş JK,252207,O. Akgün,17,2001-07-13,178,68
Gençlerbirliği SK,227621,U. Adıyaman,21,1997-10-02,194,82
VfL Bochum 1848,229176,G. Sağlam,21,1998-04-11,178,72
Trabzonspor,234256,C. Tosun,19,1999-11-20,186,78
Lechia Gdańsk,235101,T. Makowski,19,1999-07-19,178,76
FC St. Gallen,235841,A. Bakayoko,21,1998-01-06,179,69
1. FC Kaiserslautern,236613,L. Grill,20,1999-01-25,191,87
Peterborough United,237213,J. Knight,21,1997-09-07,185,78
AC Horsens,238473,E. Mašović,20,1998-11-22,189,74
FC Paços de Ferreira,238736,R. Dadashov,20,1999-05-17,186,81
MSV Duisburg,238980,L. Daschner,20,1998-10-01,182,68
OGC Nice,239003,H. Mahou,19,1999-07-02,180,77
Trabzonspor,241389,Y. Sari,20,1998-11-20,168,55
Famalicão,241470,Álex Centelles,19,1999-08-30,186,78
VfB Stuttgart,241689,R. Massimo,18,2000-10-12,185,75
Melbourne City FC,241861,N. Atkinson,20,1999-06-13,181,72
Stade Malherbe Caen,241960,T. Stavitski,19,1999-07-17,180,78
Toronto FC,242643,L. Fraser,21,1998-02-13,185,81
CD Leganés,243036,Jaime Sierra,21,1998-03-18,175,63
Hellas Verona,243172,L. Tupta,21,1998-03-27,180,72
Feyenoord,244052,A. El Bouchataoui,19,2000-01-12,176,68
Montpellier HSC,244476,C. Vidal,19,2000-06-18,181,75
Rayo Vallecano,244921,Sergio Moreno,20,1999-01-01,178,75
Sporting de Charleroi,245084,M. Busi,19,1999-10-14,181,75
Vitória de Setúbal,245213,Baba Fernandes,19,2000-03-07,188,82
Vitória de Setúbal,246881,João Valido,19,2000-03-03,185,76
Independiente Santa Fe,247146,N. Hernández,21,1998-01-18,180,73
Sepsi OSK,248045,Y. Hamed,19,1999-12-09,178,66
Coquimbo Unido,248259,S. Cabrera,21,1998-03-16,174,68
Athletic Club de Bilbao,248550,Dani Vivian,19,1999-07-05,183,78
Milton Keynes Dons,225557,R. Poole,21,1998-06-18,184,74
Montpellier HSC,228616,D. Bertaud,21,1998-06-06,180,85
FC Chambly Oise,230140,O. Gonzalez,21,1998-02-25,184,86
Northampton Town,231540,S. Wharton,21,1997-10-03,192,81
Willem II,233178,M. Köhlert,21,1998-05-02,168,62
Unión La Calera,233610,A. Quiñones,20,1998-07-20,175,73
Esbjerg fB,234501,D. Anyembe,20,1998-07-22,189,77
FC Basel 1893,234669,D. Nikolić,22,1997-04-13,195,91
1. FC Union Berlin,235018,M. Nicolas,21,1997-10-21,197,87
Viktoria Plzeň,236010,C. Herc,20,1998-09-30,186,73
Çaykur Rizespor,236996,A. Akkaynak,20,1999-01-05,180,77
Pachuca,237498,F. Figueroa,20,1999-06-13,172,55
Os Belenenses,237845,Luís Silva,20,1999-02-18,184,81
Holstein Kiel,239493,M. Baku,21,1998-04-08,177,72
Bayern München II,240319,T. Tillman,20,1999-01-04,183,74
FK Austria Wien,240481,V. Demaku,19,2000-02-05,180,68
Club Atlético Talleres,240482,F. Bersano,21,1998-01-03,163,67
Deportivo Alavés,240782,Víctor López,22,1997-05-12,178,71
Vélez Sarsfield,241840,N. Bazan,20,1999-03-08,184,74
Suwon Samsung Bluewings,242004,Jeon Se Jin,19,1999-09-09,182,69
1. FC Kaiserslautern,242525,C. Sickinger,21,1997-07-29,183,73
Atlético Madrid,243080,Carlos Isaac,21,1998-04-30,184,74
Zagłębie Lubin,243222,B. Slisz,20,1999-03-29,179,70
Universidad Católica,243386,D. Valencia,19,2000-01-14,181,68
Fortuna Sittard,244230,A. Dobos,19,2000-06-08,171,69
FC Utrecht,244602,O. Boussaid,19,2000-03-07,166,66
Rio Ave FC,244971,D. Furtado,22,1997-03-08,180,67
UD Almería,245497,Chema Nuñez,21,1997-09-16,174,64
Deportivo Alavés,246049,A. Lupu,21,1998-02-24,172,70
Atalanta,247257,Ibañez,20,1998-11-23,186,80
Real Sociedad,248398,Z. Thior,21,1997-07-09,170,57
Deportivo Alavés,248710,Paulino,22,1997-06-27,181,75
Albacete BP,251009,Miguel Ángel,21,1998-05-15,191,78
Portimonense SC,251990,Luquinha,18,2000-10-03,167,65
Sporting CP,252200,Diogo Sousa,20,1998-09-16,195,87
UD Almería,252847,D. Rosic,22,1996-11-15,194,85
RC Celta,221397,Dani Molina,23,1996-03-14,183,73
América de Cali,223752,M. Torres,23,1996-04-17,180,70
Wisła Kraków,224665,K. Wojtkowski,21,1998-02-26,173,66
Coventry City,227764,J. Jones,21,1997-10-22,177,73
Rotherham United,227806,D. Barlaser,22,1997-01-18,184,62
Colorado Rapids,229707,J. Lewis,22,1997-06-04,171,68
FC Sochaux-Montbéliard,229956,L. Zigi,22,1996-11-29,188,83
Patriotas Boyacá FC,230684,J. Marimón,20,1998-09-09,182,76
La Equidad,233078,P. Sabbag,22,1997-06-11,188,82
Coventry City,234706,B. Mason,21,1997-09-30,173,70
FC Juárez,235125,J. Esquivel,21,1998-01-07,177,76
Cittadella,235929,C. D'Urso,21,1997-07-26,178,74
Chamois Niortais Football Club,237368,B. Passi,21,1997-08-05,189,78
AZ Alkmaar,238131,H. Weigelt,21,1998-01-17,189,75
Al Ittihad,238519,H. Al Shamrani,22,1996-12-14,180,77
Jeonbuk Hyundai Motors,238570,Song Bum Keun,21,1997-10-15,194,88
Hallescher FC,238734,T. Müller,21,1997-11-27,190,83
Odense Boldklub,239175,J. Eskesen,20,1999-03-16,175,68
Lechia Gdańsk,239635,K. Fila,21,1998-06-13,180,72
Real Sporting de Gijón,240021,Pelayo Suárez,20,1998-07-09,182,84
Lokomotiv Moscow,240115,Murilo,22,1997-03-27,187,84
Chamois Niortais Football Club,240227,Y. Bourhane,20,1998-09-30,184,74
Jaguares de Córdoba,240398,R. Lucena,22,1997-02-27,167,67
VfL Osnabrück,240829,E. Amenyido,21,1998-03-01,180,75
Sivasspor,240908,F. Aksoy,21,1997-11-06,189,78
RCD Espanyol,241013,Adrián López,20,1999-01-09,185,73
Defensa y Justicia,241569,D. Martínez,21,1998-01-21,182,71
Puebla FC,242598,D. Lajud,20,1999-01-22,176,63
FK Austria Wien,242815,D. Fitz,20,1999-06-16,175,67
Shakhtar Donetsk,243256,O. Pikhalyonok,22,1997-05-07,174,70
Getafe CF,243430,David Alba,20,1999-05-05,180,77
Montreal Impact,243574,Z. Brault-Guillard,20,1998-12-30,171,66
Stade Brestois 29,244025,D. Osei Yaw,20,1998-09-10,187,80
KSV Cercle Brugge,244661,Vitinho,19,1999-07-23,175,73
VVV-Venlo,244725,E. Linthorst,19,2000-03-03,187,81
VfB Stuttgart,245100,M. Awoudja,21,1998-02-02,188,86
Deportivo Alavés,245631,Perera,22,1997-06-08,186,78
Toulouse Football Club,246565,B. Diakité,18,2001-01-06,186,82
CD Lugo,246918,Jaume,22,1997-05-05,182,67
Deportivo Cali,247091,A. Colorado,20,1998-12-01,180,71
Vitória Guimarães,247729,André Almeida,19,2000-05-30,174,62
Real Oviedo,251599,Riki,21,1997-09-25,175,70
ESTAC Troyes,251669,Rui Pires,21,1998-03-22,184,71
SC Heerenveen,251809,S. Botman,19,2000-01-12,193,81
SG Dynamo Dresden,252784,L. Štor,20,1998-07-05,178,75
Lech Poznań,209232,L. Šatka,23,1995-12-02,188,78
Sheffield United,220197,K. Bryan,22,1996-11-01,185,72
HJK Helsinki,220564,M. Rudakov,23,1996-01-22,190,79
Kilmarnock,220872,G. Kiltie,22,1997-01-18,173,70
Barnsley,225667,C. Chaplin,22,1997-02-16,168,69
Middlesbrough,225775,M. Bola,21,1997-12-09,185,78
Ascoli,226710,G. Scamacca,20,1999-01-01,195,80
Colchester United,226724,C. Senior,22,1997-06-30,176,64
Rionegro Águilas,228156,A. Angulo,22,1997-06-03,173,68
Envigado FC,228713,M. Gómez,22,1997-04-04,185,70
Pogoń Szczecin,228751,M. Listkowski,21,1998-02-10,178,68
Fulham,229379,L. de la Torre,21,1998-05-23,178,68
Gillingham,230897,B. Hanlan,22,1997-05-31,182,83
Club Atlas,232101,S. Hernández,22,1997-05-01,183,75
Celtic,234072,A. Ralston,20,1998-11-16,178,76
Accrington Stanley,235572,R. Sykes,20,1999-03-26,196,73
FC Sion,236448,B. Morgado,21,1997-12-17,176,65
FC Nantes,237679,R. Kolo-Muani,20,1998-12-05,187,73
Gangwon FC,238577,Kang Ji Hoon,22,1997-01-06,177,66
Heracles Almelo,238965,O. Kiomourtzoglou,21,1998-05-07,188,75
FC Twente,238973,A. Laukart,20,1998-10-25,183,74
U.N.A.M.,239454,B. Figueroa,20,1999-05-28,176,72
Southend United,240616,E. Bwomono,20,1998-11-29,183,72
AZ Alkmaar,240638,T. Reijnders,20,1998-07-29,185,73
FC Paços de Ferreira,241073,O. Reabciuk,21,1998-01-16,180,72
St. Mirren,241534,S. McLoughlin,22,1996-11-13,191,78
Urawa Red Diamonds,242006,D. Hashioka,20,1999-05-17,182,75
FC St. Pauli,242319,E. Zehir,21,1998-01-15,183,78
Orlando City SC,242714,C. Mueller,22,1996-08-29,175,74
CF Fuenlabrada,243431,Miguel Ángel,21,1998-03-11,191,86
Brisbane Roar,243721,D. Wenzel-Halls,21,1997-12-15,175,70
Perugia,244190,F. Sgarbi,21,1997-12-29,191,84
HJK Helsinki,244226,Victor Luiz,21,1997-12-05,177,74
Cittadella,244228,A. Bussaglia,22,1997-05-28,172,69
FC Admira Wacker Mödling,244669,M. Hjulmand,20,1999-06-25,185,78
Monarcas Morelia,244976,P. Medina,20,1999-05-28,177,66
CD Mirandés,245589,Alberto González,22,1996-07-23,190,79
SC Freiburg,247819,N. Schlotterbeck,19,1999-12-01,191,86
Atiker Konyaspor,247875,M. Akçay,21,1998-04-13,182,79
Astra Giurgiu,247950,G. Simion,21,1998-05-22,179,75
FC Viitorul,248107,R. Boboc,20,1999-04-24,180,75
SD Eibar,248456,Miguel Marí,22,1997-06-30,185,73
Sparta Rotterdam,250805,D. Abels,22,1997-06-13,179,77
RC Strasbourg Alsace,251106,I. Botella,20,1999-06-28,181,75
Yokohama F. Marinos,252490,K. Watanabe,20,1998-10-18,165,61
Peterborough United,211536,M. O'Hara,23,1995-12-12,183,74
Tromsø IL,212041,M. Ingebrigtsen,22,1996-07-21,170,68
Sporting Kansas City,216699,G. Zelalem,22,1997-01-26,180,70
Tromsø IL,220074,R. Espejord,23,1996-02-26,189,86
Fleetwood Town,221705,K. Dempsey,23,1995-09-17,178,75
Gillingham,222399,C. Ogilvie,23,1996-02-14,184,82
Godoy Cruz,224049,N. Breitenbruch,23,1995-09-13,177,75
KFC Uerdingen 05,224252,P. Pflücke,22,1996-11-30,170,66
Portsmouth,224361,A. Cannon,23,1996-03-14,176,74
SC Preußen Münster,225561,M. Litka,23,1996-01-02,180,67
Houston Dynamo,226220,M. Rodriguez,23,1995-12-27,173,65
Montpellier HSC,226295,B. Boutobba,20,1998-08-29,173,65
Godoy Cruz,226546,F. Barboza,22,1996-07-31,171,72
Real Salt Lake,226580,S. Saucedo,22,1997-01-22,170,66
Patriotas Boyacá FC,227173,M. Payares,24,1995-03-27,182,72
Tromsø IL,228238,J. Gundersen,23,1996-04-02,186,82
Crawley Town,229073,J. Dacres-Cogley,23,1996-03-12,174,68
Royal Excel Mouscron,229107,N. De Medina,21,1997-10-08,182,82
Kalmar FF,229495,C. Nwakali,22,1996-12-26,173,68
Eintracht Braunschweig,229756,S. Nkansah,23,1996-04-07,188,78
Gillingham,230590,D. Oldaker,20,1999-01-04,178,81
West Bromwich Albion,231139,J. Fitzwater,21,1997-09-23,188,70
Wisła Kraków,232007,M. Lis,22,1997-02-27,192,83
Valenciennes FC,232417,N. Kocik,20,1998-08-04,193,80
Club Atlético Banfield,232653,R. Tapia,24,1994-09-28,184,78
Kashima Antlers,232873,K. Machida,21,1997-08-25,190,80
SC Heerenveen,233098,S. Floranus,20,1998-08-23,185,74
Esbjerg fB,233213,V. Tranberg,22,1997-02-26,190,76
Real Oviedo,233962,Josín Martínez,21,1997-07-29,180,79
Sparta Rotterdam,235360,R. Ache,20,1998-07-28,182,77
FCSB (Steaua),235380,R. Oaidă,21,1998-03-02,182,70
SCR Altach,236681,M. Thurnwald,20,1998-07-16,172,68
Panathinaikos FC,237079,P. Staikos,23,1996-02-08,178,75
SV Zulte-Waregem,237108,M. Soisalo,21,1998-04-24,179,76
FC St. Pauli,238065,K. Lankford,20,1998-11-16,186,81
IFK Göteborg,238270,A. Erlingmark,21,1998-04-22,189,80
CD Universidad de Concepción,238815,L. Riveros,20,1998-10-23,178,73
Le Havre AC,239038,R. Basque,24,1995-06-30,184,69
KV Oostende,239258,E. Banda,21,1997-09-29,177,73
Holstein Kiel,239418,L. Lauberbach,21,1998-02-15,194,88
Real Betis,239496,Y. Fekir,22,1997-05-05,170,65
Rionegro Águilas,239787,G. Torres,23,1996-06-15,181,77
Moreirense FC,240135,Nuno Macedo,20,1999-05-29,184,78
En Avant de Guingamp,240259,M. Merghem,21,1997-07-19,178,70
LOSC Lille,240371,A. Jakubech,22,1997-01-02,188,82
En Avant de Guingamp,240453,S. Niakaté,19,1999-07-10,182,76
Pordenone,240991,F. Florio,23,1996-04-23,180,72
Club Atlético Colón,241029,F. Quiroz,21,1998-05-11,177,75
Arsenal de Sarandí,241064,M. Carabajal,22,1997-02-21,180,74
Inter,241094,R. Rivas,20,1998-07-31,178,73
Aarhus GF,241474,J. Þorsteinsson,20,1998-11-26,177,73
Real Sporting de Gijón,242013,Carlos Cordero,22,1996-09-26,181,76
FC Twente,242222,L. Selahi,20,1999-02-26,173,76
Hertha BSC,242431,S. Friede,21,1998-04-12,188,82
Club Atlas,242865,I. Govea,22,1997-02-20,176,69
Chamois Niortais Football Club,244099,L. Ameka Autchanga,22,1996-10-03,174,68
Rodez Aveyron Football,244155,N. Dieng,22,1997-04-13,180,73
Korona Kielce,244589,V. Arveladze,21,1998-03-04,184,73
Torino,244836,J. Segre,22,1997-02-17,185,75
Rio Ave FC,244972,Ricardo Schutte,21,1998-05-21,180,71
Patronato,246114,S. Briñone,22,1996-12-28,190,82
UD Las Palmas,248746,Jesús Fortes,22,1997-06-22,179,73
Boavista FC,248873,F. Cardozo,18,2001-02-09,170,72
Raków Częstochowa,251079,M. Szczepański,21,1998-03-22,168,60
FK Austria Wien,251336,Maudo Jarjué,21,1997-09-30,188,88
Os Belenenses,252082,C. Brym,20,1998-08-08,180,72
Portimonense SC,252287,Jorge Vilela,23,1996-03-13,178,72
Real Oviedo,252485,S. Obeng,22,1997-05-15,183,74
Grenoble Foot 38,210437,A. Belmonte,23,1995-10-16,185,72
Derby County,216478,J. Mitchell,24,1994-11-24,182,86
FC Lugano,218887,O. Custodio,24,1995-02-10,179,76
Randers FC,220663,M. Kallesøe,22,1997-04-20,193,80
Chievo Verona,221562,M. Mbaye,23,1995-11-06,185,80
FC Thun,221930,N. Sutter,24,1995-05-08,183,73
Oxford United,223159,R. Dickie,23,1996-03-03,183,74
Portsmouth,225361,L. McGee,23,1995-09-02,193,83
Barnsley,225543,B. Collins,22,1997-02-18,184,69
Blackpool,226084,R. Hardie,22,1997-03-17,188,75
Le Mans FC,228592,A. Confais,22,1996-09-07,174,61
Audax Italiano,230124,R. Escobar,21,1998-03-30,176,71
AS Nancy Lorraine,231872,S. Coulibaly,23,1996-06-09,184,87
Portsmouth,232252,A. Walkes,22,1997-02-08,187,83
Göztepe SK,232419,D. Kılıç,23,1996-06-08,177,72
Daegu FC,233012,Hong Jeong Un,24,1994-11-29,187,76
Ulsan Hyundai FC,233568,Lee Sang Heon,21,1998-02-26,178,67
FK Bodø/Glimt,233800,F. Bjørkan,20,1998-08-21,180,75
Stabæk Fotball,234521,S. Skytte,22,1997-02-20,190,85
Forest Green Rovers,234645,N. McGinley,22,1996-09-15,191,75
FC Ingolstadt 04,234877,F. Buntić,22,1997-02-24,194,90
FSV Zwickau,236553,E. Huth,22,1997-02-10,185,78
Odense Boldklub,236758,O. Christensen,20,1999-03-22,190,82
Querétaro,236841,J. Cortizo,23,1996-06-30,172,70
Jeonbuk Hyundai Motors,237098,Han Seung Gyu,22,1996-09-26,173,68
Minnesota United FC,237253,A. Danladi,23,1995-10-18,178,77
Club Atlas,237848,E. Zaldívar,22,1996-10-17,175,72
Club Atlético Aldosivi,238037,N. Bazzana,23,1996-02-24,181,77
AS Nancy Lorraine,238627,M. Dembélé,22,1997-06-17,184,75
1. FC Magdeburg,238974,T. Chahed,23,1996-06-23,184,76
SC Preußen Münster,239690,F. Wagner,21,1997-09-23,182,78
Trapani,240735,A. Dini,23,1996-02-20,184,75
CD Leganés,241146,F. García,19,1999-12-16,172,70
FC Erzgebirge Aue,241935,F. Kusić,23,1996-06-03,186,80
Celtic,242289,C. Hazard,21,1998-03-05,198,86
Real Zaragoza,242408,Bikoro,23,1996-03-17,185,72
1. FC Kaiserslautern,243735,A. Spahic,22,1997-02-12,190,77
Extremadura UD,243995,E. Lomotey,21,1997-12-19,190,79
Monterrey,244348,E. Gutiérrez,23,1996-01-19,176,67
FC St. Gallen,245218,J. Guillemenot,21,1998-01-06,182,75
Deportes Tolima,245256,J. Vargas,24,1995-06-06,192,86
Karlsruher SC,245719,A. Groiß,21,1998-07-01,189,86
FC Cincinnati,247580,A. Cruz,23,1996-02-24,170,71
Fortuna Sittard,247872,R. Karjalainen,23,1996-04-04,185,70
FC Viitorul,248110,P. Iacob,23,1996-06-21,185,80
Holstein Kiel,248434,D. Hanslik,22,1996-10-06,186,81
Sparta Rotterdam,250893,L. Duarte,22,1997-02-28,180,67
SC Preußen Münster,250936,S. Özcan,23,1996-06-08,166,65
UD Las Palmas,251011,Kirian,23,1996-03-05,180,75
CD Mirandés,252146,Franquesa,22,1997-02-26,174,71
Panathinaikos FC,252562,K. Apostolakis,20,1999-05-28,178,74
Burton Albion,205145,S. Fraser,24,1995-03-30,183,69
Tromsø IL,208297,K. Antonsen,24,1995-02-12,172,70
Peterborough United,209315,D. Butler,24,1994-08-26,177,75
Sampdoria,210676,W. Falcone,24,1995-04-12,195,85
FK Haugesund,212417,P. Gregor,25,1994-02-18,189,82
Colchester United,213434,J. Brown,24,1994-10-16,175,65
Patriotas Boyacá FC,216390,O. Álvarez,24,1995-06-11,178,78
Plymouth Argyle,216790,C. Grant,24,1995-04-18,176,76
CD Lugo,219637,Ander Cantero,24,1995-01-09,189,82
FK Bodø/Glimt,220676,V. Bergan,24,1995-02-20,193,85
FK Bodø/Glimt,220964,M. Konradsen,23,1996-05-03,176,72
Coventry City,221141,A. Bakayoko,23,1996-01-01,193,85
Oldham Athletic,221329,A. Smith-Brown,23,1996-03-31,177,74
Tranmere Rovers,221525,S. Nelson,23,1996-01-01,185,75
IFK Norrköping,221662,S. Skrabb,24,1995-01-19,174,75
Once Caldas,221704,S. Román,24,1995-05-21,190,76
US Salernitana 1919,223393,L. Carillo,22,1996-08-08,187,75
Ross County FC,223663,B. Spittal,23,1995-12-19,183,72
IFK Göteborg,223908,V. Wernersson,23,1995-07-06,180,70
Wycombe Wanderers,224770,S. Kashket,23,1996-02-26,175,66
Aberdeen,225072,Z. Vyner,22,1997-05-14,188,73
FC Zürich,225529,Nathan,24,1995-05-13,188,78
SV Zulte-Waregem,226504,G. Timotheou,21,1997-07-29,187,92
BK Häcken,227601,A. Andersson,22,1996-11-11,178,71
CD Tenerife,228094,Nahuel,23,1996-04-01,172,65
Wisła Kraków,229174,D. Niepsuj,23,1995-08-16,183,76
Peterborough United,229401,N. Mason,22,1997-01-10,180,78
Cagliari,229743,A. Deiola,23,1995-08-01,189,85
Portimonense SC,230012,Gustavo Hebling,23,1996-04-05,173,66
Sanfrecce Hiroshima,232898,T. Morishima,22,1997-04-25,175,66
Livorno,233123,A. Soumaoro,22,1996-08-08,188,76
SV Wehen Wiesbaden,233216,P. Tietz,21,1997-07-09,190,89
Fiorentina,233564,A. Schetino,25,1994-05-26,183,73
Tianjin Quanjian FC,234749,Song Ju Hun,25,1994-01-13,190,83
Chemnitzer FC,235207,S. Reddemann,23,1996-05-16,191,79
Sparta Rotterdam,236462,L. Faye,21,1998-06-15,170,79
FC Seoul,237004,Hwang Ki Wook,23,1996-06-10,185,77
Valencia CF,237032,Javi Jiménez,22,1997-03-11,182,74
Pordenone,237186,R. Zammarini,22,1996-07-05,180,73
Chicago Fire,237920,B. Bronico,24,1995-06-19,172,70
RKC Waalwijk,239512,M. Meulensteen,19,1999-07-04,184,76
FK Austria Wien,241536,M. Sarkaria,22,1996-08-26,180,74
FC Red Bull Salzburg,242084,Carlos Miguel,22,1996-12-29,192,88
New England Revolution,242554,B. Bye,23,1995-11-29,183,84
CF Fuenlabrada,243859,J. Martínez,24,1994-12-28,180,72
SC Paderborn 07,243882,J. Dörfler,22,1996-08-23,186,80
En Avant de Guingamp,243907,D. Koita,19,1999-08-05,190,73
Elche CF,243941,Primi,23,1996-04-11,186,75
SV Meppen,244176,D. Undav,22,1996-07-19,178,86
